,Price
7318,13589
7319,7527
7320,31047
7321,14113
7322,20385
7323,862
7324,1725
7325,57526
7326,15053
7327,627
7328,941
7329,13799
7330,627
7331,5018
7332,26528
7333,627
7334,941
7335,314
7336,14583
7337,18798
7338,11604
7339,3293
7340,51523
7341,35927
7342,20071
7343,14834
7344,314
7345,1882
7346,15681
7347,20800
7348,24709
7349,10976
7350,8781
7351,470
7352,24462
7353,48610
7354,23521
7355,13485
7356,10036
7357,58332
7358,627
7359,23521
7360,27033
7361,9095
7362,2509
7363,15681
7364,43655
7365,470
7366,314
7367,627
7368,5018
7369,54458
7370,11290
7371,21639
7372,27284
7373,13799
7374,10036
7375,24148
7376,24092
7377,15367
7378,11676
7379,1646
7380,5372
7381,188
7382,77148
7383,200
7384,10036
7385,20385
7386,549
7387,24775
7388,26528
7389,6429
7390,62722
7391,17876
7392,21326
7393,26657
7394,11917
7395,16894
7396,27679
7397,862
7398,10976
7399,33243
7400,4077
7401,8467
7402,46258
7403,24283
7404,15685
7405,15367
7406,28909
7407,50529
7408,17876
7409,2195
7410,16480
7411,125
7412,42987
7413,15681
7414,1200
7415,18240
7416,62722
7417,24327
7418,29793
7419,24283
7420,3000
7421,8500
7422,1646
7423,57372
7424,18189
7425,16621
7426,1098
7427,7213
7428,51075
7429,3450
7430,24239
7431,18814
7432,470
7433,1176
7434,65858
7435,23521
7436,11917
7437,29793
7438,12231
7439,17249
7440,89379
7441,3763
7442,11917
7443,10349
7444,28000
7445,15900
7446,7213
7447,17663
7448,39201
7449,706
7450,44228
7451,14426
7452,314
7453,3058
7454,14113
7455,10381
7456,392
7457,17249
7458,54167
7459,27065
7460,22894
7461,3136
7462,16308
7463,17249
7464,20244
7465,9418
7466,28909
7467,18189
7468,22266
7469,24775
7470,7213
7471,13642
7472,3763
7473,31
7474,10036
7475,13987
7476,3607
7477,4861
7478,34497
7479,78403
7480,25716
7481,8311
7482,627
7483,14113
7484,35846
7485,11760
7486,51746
7487,14740
7488,5018
7489,46223
7490,470
7491,18503
7492,8154
7493,2117
7494,25
7495,20855
7496,15681
7497,941
7498,78403
7499,9408
7500,15681
7501,45
7502,16894
7503,31358
7504,9095
7505,9095
7506,15994
7507,470
7508,27598
7509,30
7510,10349
7511,14740
7512,7500
7513,16621
7514,14113
7515,37633
7516,2195
7517,4861
7518,10349
7519,20071
7520,25000
7521,7700
7522,22423
7523,314
7524,4391
7525,7213
7526,24148
7527,13172
7528,26108
7529,29793
7530,23521
7531,16621
7532,9000
7533,25089
7534,5645
7535,13799
7536,3450
7537,32929
7538,1646
7539,23678
7540,26262
7541,15053
7542,30
7543,34406
7544,17876
7545,9408
7546,18400
7547,470
7548,862
7549,14113
7550,28852
7551,45473
7552,8154
7553,58579
7554,45542
7555,8781
7556,14740
7557,13702
7558,16960
7559,32302
7560,14426
7561,392
7562,43868
7563,549
7564,392
7565,50767
7566,11290
7567,15060
7568,103491
7569,10036
7570,23521
7571,9408
7572,1646
7573,10663
7574,25089
7575,11290
7576,16308
7577,7997
7578,18503
7579,392
7580,15053
7581,110
7582,15681
7583,17405
7584,18503
7585,22580
7586,9408
7587,48873
7588,314
7589,31988
7590,7840
7591,33556
7592,5018
7593,12900
7594,23521
7595,5645
7596,8154
7597,20450
7598,18189
7599,19416
7600,13485
7601,25889
7602,7213
7603,10663
7604,16000
7605,470
7606,100
7607,10976
7608,39201
7609,7000
7610,21012
7611,15053
7612,7213
7613,251
7614,21326
7615,549
7616,6272
7617,53154
7618,20385
7619,54882
7620,19707
7621,20883
7622,30734
7623,188
7624,20071
7625,13172
7626,29793
7627,549
7628,11259
7629,15000
7630,3450
7631,2430
7632,16935
7633,18817
7634,7840
7635,19130
7636,21326
7637,10641
7638,10506
7639,94
7640,392
7641,5331
7642,46809
7643,10641
7644,10663
7645,26324
7646,314
7647,13328
7648,549
7649,32302
7650,251
7651,20385
7652,12544
7653,13172
7654,8311
7655,20385
7656,9879
7657,297930
7658,24267
7659,38574
7660,157
7661,5968
7662,11917
7663,30734
7664,19601
7665,27654
7666,13297
7667,7500
7668,21940
7669,1803
7670,706
7671,10349
7672,19823
7673,8938
7674,5018
7675,49751
7676,28241
7677,28225
7678,941
7679,1019
7680,15132
7681,14740
7682,9252
7683,72130
7684,42102
7685,17876
7686,36808
7687,314
7688,10986
7689,392
7690,7840
7691,7840
7692,25299
7693,862
7694,16741
7695,35610
7696,17249
7697,6272
7698,314
7699,32412
7700,5018
7701,14950
7702,251
7703,79971
7704,15132
7705,8467
7706,53314
7707,30906
7708,6899
7709,15524
7710,4861
7711,6272
7712,7527
7713,4800
7714,19914
7715,2744
7716,13172
7717,19444
7718,12231
7719,18503
7720,53154
7721,5488
7722,188
7723,15681
7724,14113
7725,941
7726,3293
7727,18817
7728,5331
7729,116036
7730,20385
7731,15681
7732,20005
7733,251
7734,25
7735,40769
7736,1803
7737,14834
7738,13172
7739,19429
7740,32910
7741,15866
7742,7213
7743,20385
7744,6272
7745,10349
7746,10976
7747,14636
7748,188
7749,35570
7750,26017
7751,14113
7752,5000
7753,14113
7754,157
7755,470
7756,50
7757,1411
7758,18189
7759,8154
7760,21326
7761,2500
7762,3293
7763,42337
7764,53314
7765,10036
7766,10976
7767,40769
7768,32929
7769,17249
7770,17876
7771,3607
7772,26971
7773,9095
7774,11604
7775,22580
7776,52931
7777,51118
7778,15000
7779,21103
7780,706
7781,55515
7782,3763
7783,6272
7784,10976
7785,28539
7786,16935
7787,21031
7788,14113
7789,10663
7790,120
7791,5331
7792,17562
7793,25591
7794,2822
7795,9408
7796,10663
7797,13877
7798,1019
7799,18117
7800,2437
7801,392
7802,28078
7803,11917
7804,68223
7805,26030
7806,10976
7807,16308
7808,9722
7809,22580
7810,14426
7811,30405
7812,61951
7813,40983
7814,370
7815,627
7816,470
7817,8154
7818,46236
7819,5802
7820,19121
7821,13172
7822,392
7823,6500
7824,27755
7825,627
7826,8467
7827,43626
7828,4391
7829,18100
7830,10349
7831,14740
7832,1176
7833,51965
7834,18500
7835,16932
7836,36827
7837,39750
7838,16308
7839,22894
7840,21169
7841,15681
7842,29166
7843,20385
7844,23678
7845,59586
7846,29479
7847,6500
7848,10036
7849,3
7850,5018
7851,21012
7852,627
7853,42337
7854,9722
7855,8154
7856,10036
7857,31047
7858,15367
7859,12858
7860,16621
7861,9408
7862,8000
7863,862
7864,8154
7865,44724
7866,18817
7867,20385
7868,6272
7869,1646
7870,13589
7871,18817
7872,42786
7873,470
7874,41629
7875,12231
7876,21326
7877,17249
7878,2195
7879,10976
7880,30
7881,706
7882,7683
7883,26306
7884,19130
7885,14426
7886,21972
7887,13485
7888,20005
7889,10036
7890,65858
7891,42337
7892,33556
7893,30
7894,90
7895,4391
7896,6429
7897,29793
7898,2509
7899,53518
7900,73071
7901,28617
7902,2430
7903,16900
7904,8781
7905,24148
7906,31675
7907,6272
7908,10036
7909,10349
7910,314
7911,941
7912,282
7913,22894
7914,282
7915,16778
7916,11290
7917,188
7918,33556
7919,16621
7920,549
7921,13485
7922,17405
7923,45473
7924,17249
7925,1019
7926,34905
7927,13667
7928,627
7929,3136
7930,941
7931,20385
7932,5645
7933,27435
7934,14113
7935,17092
7936,19369
7937,14269
7938,10976
7939,25763
7940,23703
7941,80
7942,8467
7943,52687
7944,1411
7945,20
7946,40
7947,7213
7948,2979
7949,15994
7950,30
7951,3136
7952,30712
7953,22825
7954,8154
7955,48610
7956,862
7957,91775
7958,16954
7959,10036
7960,18817
7961,1646
7962,15681
7963,140
7964,20385
7965,627
7966,16621
7967,14113
7968,90947
7969,4391
7970,29479
7971,2600
7972,42218
7973,110
7974,392
7975,9408
7976,61154
7977,35237
7978,50150
7979,6899
7980,14426
7981,92502
7982,7527
7983,2500
7984,3136
7985,40142
7986,29793
7987,13495
7988,6272
7989,17405
7990,314
7991,30734
7992,26030
7993,17249
7994,1725
7995,12074
7996,50184
7997,20385
7998,28589
7999,4861
8000,11604
8001,21987
8002,22580
8003,68994
8004,24327
8005,1490
8006,28780
8007,23138
8008,36065
8009,8781
8010,784
8011,36899
8012,17562
8013,2666
8014,5488
8015,5000
8016,7213
8017,5500
8018,12000
8019,16778
8020,18817
8021,22567
8022,470
8023,42987
8024,22894
8025,392
8026,26657
8027,9408
8028,19601
8029,73698
8030,220
8031,9722
8032,18817
8033,3136
8034,14113
8035,24273
8036,80
8037,6899
8038,11917
8039,8467
8040,16766
8041,220
8042,188
8043,14113
8044,862
8045,28852
8046,32340
8047,706
8048,28852
8049,3763
8050,627
8051,45542
8052,18503
8053,3450
8054,56136
8055,12240
8056,29166
8057,11133
8058,627
8059,784
8060,16621
8061,549
8062,392
8063,784
8064,31581
8065,8154
8066,34240
8067,11917
8068,9722
8069,549
8070,4234
8071,43952
8072,5200
8073,15994
8074,14113
8075,784
8076,16099
8077,41811
8078,60
8079,29075
8080,8624
8081,20610
8082,14113
8083,3500
8084,7840
8085,58507
8086,17249
8087,16935
8088,17500
8089,147397
8090,47217
8091,25089
8092,18189
8093,20385
8094,18033
8095,20385
8096,10349
8097,7840
8098,15681
8099,13485
8100,5018
8101,11290
8102,157
8103,63826
8104,2195
8105,10820
8106,282
8107,21012
8108,39201
8109,10976
8110,188
8111,15367
8112,11290
8113,13799
8114,627220
8115,31675
8116,470
8117,15000
8118,20698
8119,11290
8120,13799
8121,17405
8122,16900
8123,19416
8124,6272
8125,3000
8126,24920
8127,27284
8128,59272
8129,4300
8130,9252
8131,19657
8132,56848
8133,9565
8134,8781
8135,1882
8136,7683
8137,7213
8138,314
8139,14583
8140,12858
8141,18688
8142,14113
8143,7840
8144,18503
8145,12231
8146,706
8147,9722
8148,188
8149,38737
8150,10349
8151,314
8152,12980
8153,15681
8154,15681
8155,38822
8156,4077
8157,7213
8158,5620
8159,46728
8160,1568
8161,11290
8162,784
8163,44533
8164,23521
8165,15367
8166,862
8167,11447
8168,7840
8169,16900
8170,19121
8171,7056
8172,32929
8173,18189
8174,1019
8175,3763
8176,36235
8177,220
8178,26657
8179,18503
8180,8154
8181,15681
8182,13956
8183,25763
8184,21395
8185,15367
8186,9095
8187,314
8188,13172
8189,22715
8190,7527
8191,79616
8192,470
8193,7370
8194,11290
8195,8154
8196,10036
8197,10976
8198,16327
8199,282
8200,39201
8201,7370
8202,30
8203,1490
8204,33378
8205,4300
8206,39458
8207,34497
8208,15470
8209,706
8210,18189
8211,21169
8212,3763
8213,9722
8214,22894
8215,15681
8216,549
8217,18654
8218,36899
8219,12544
8220,25716
8221,392
8222,21918
8223,31047
8224,60994
8225,10192
8226,50018
8227,3763
8228,14740
8229,23592
8230,3293
8231,6899
8232,80074
8233,314
8234,1725
8235,31361
8236,9879
8237,13642
8238,5488
8239,10820
8240,19306
8241,19823
8242,3293
8243,20237
8244,470
8245,9565
8246,15872
8247,4500
8248,5645
8249,46919
8250,4861
8251,11604
8252,11917
8253,2666
8254,11917
8255,40456
8256,16621
8257,28909
8258,11917
8259,10036
8260,5500
8261,1725
8262,59834
8263,18817
8264,17249
8265,11604
8266,12585
8267,5645
8268,11604
8269,50
8270,8778
8271,7840
8272,31581
8273,16621
8274,15681
8275,16621
8276,862
8277,15681
8278,7500
8279,6586
8280,5802
8281,784
8282,3607
8283,10192
8284,188
8285,7840
8286,1333
8287,18503
8288,4077
8289,14113
8290,3920
8291,19130
8292,3607
8293,24029
8294,32954
8295,314
8296,16621
8297,392
8298,17876
8299,4861
8300,31988
8301,18503
8302,2822
8303,4077
8304,47757
8305,32302
8306,23521
8307,10349
8308,9722
8309,23207
8310,37564
8311,22621
8312,14000
8313,10976
8314,25729
8315,392
8316,20171
8317,314
8318,11290
8319,13589
8320,16935
8321,251
8322,11604
8323,24148
8324,14426
8325,13799
8326,470
8327,7056
8328,3920
8329,12231
8330,314
8331,14897
8332,20071
8333,48998
8334,3450
8335,20385
8336,21400
8337,22260
8338,5018
8339,26306
8340,250
8341,11604
8342,17484
8343,22580
8344,18503
8345,1882
8346,28909
8347,2117
8348,7213
8349,22063
8350,13642
8351,19416
8352,9500
8353,30417
8354,8154
8355,44166
8356,157
8357,43868
8358,5000
8359,16621
8360,6272
8361,14376
8362,1333
8363,19707
8364,6899
8365,18817
8366,12858
8367,43592
8368,549
8369,9408
8370,35902
8371,67354
8372,1646
8373,18826
8374,36065
8375,20100
8376,11133
8377,14113
8378,19296
8379,20385
8380,21953
8381,26591
8382,28852
8383,23772
8384,13877
8385,62493
8386,40076
8387,6272
8388,6899
8389,18660
8390,25597
8391,8311
8392,67426
8393,10349
8394,3763
8395,44219
8396,70
8397,31653
8398,5018
8399,941
8400,3136
8401,314
8402,2117
8403,12544
8404,18817
8405,6272
8406,4679
8407,39066
8408,13485
8409,22580
8410,4861
8411,16151
8412,17249
8413,18817
8414,6586
8415,13485
8416,784
8417,5959
8418,392
8419,17249
8420,10000
8421,2900
8422,7840
8423,7840
8424,7840
8425,7840
8426,2979
8427,50049
8428,8154
8429,25086
8430,17942
8431,862
8432,48196
8433,13877
8434,36065
8435,9408
8436,13328
8437,41977
8438,250
8439,12544
8440,25716
8441,26343
8442,2430
8443,23521
8444,470
8445,15367
8446,157
8447,11604
8448,16308
8449,19757
8450,30577
8451,20237
8452,17249
8453,18817
8454,42400
8455,157
8456,10349
8457,34811
8458,27356
8459,35839
8460,23239
8461,23994
8462,470
8463,43868
8464,50178
8465,42692
8466,627
8467,12544
8468,5018
8469,15035
8470,13485
8471,30420
8472,7997
8473,392
8474,10976
8475,470
8476,251
8477,10032
8478,46891
8479,53314
8480,10820
8481,29479
8482,16935
8483,22894
8484,8467
8485,31349
8486,14113
8487,16327
8488,52066
8489,18817
8490,53314
8491,7840
8492,36065
8493,87027
8494,10036
8495,9408
8496,46207
8497,706
8498,12544
8499,12554
8500,52373
8501,392
8502,12544
8503,10349
8504,83107
8505,3293
8506,8963
8507,16308
8508,58495
8509,27911
8510,6272
8511,314
8512,16621
8513,9722
8514,470
8515,94
8516,11604
8517,1098
8518,549
8519,16621
8520,7840
8521,117604
8522,22580
8523,21012
8524,10117
8525,470
8526,21639
8527,282
8528,32929
8529,3293
8530,1568
8531,56136
8532,549
8533,18817
8534,52665
8535,27911
8536,94
8537,19287
8538,2038
8539,15329
8540,392
8541,10036
8542,5959
8543,392
8544,1490
8545,7840
8546,8500
8547,59831
8548,61521
8549,23239
8550,12544
8551,11133
8552,549
8553,157
8554,17562
8555,4704
8556,48048
8557,6115
8558,32929
8559,42400
8560,18817
8561,1333
8562,17000
8563,19757
8564,3450
8565,392
8566,15500
8567,14909
8568,20385
8569,43000
8570,15681
8571,39201
8572,3763
8573,22894
8574,470
8575,17158
8576,12544
8577,10976
8578,3763
8579,16894
8580,22840
8581,5645
8582,22000
8583,81539
8584,12544
8585,8450
8586,470
8587,8154
8588,10349
8589,3607
8590,549
8591,34074
8592,23834
8593,18826
8594,251
8595,10976
8596,470
8597,18503
8598,5645
8599,12388
8600,13338
8601,4861
8602,8781
8603,20071
8604,7213
8605,282
8606,1490
8607,15681
8608,251
8609,30734
8610,40769
8611,7213
8612,19130
8613,50178
8614,862
8615,17249
8616,35438
8617,30
8618,7370
8619,15053
8620,12858
8621,251
8622,5959
8623,6743
8624,15524
8625,862
8626,1019
8627,17876
8628,1098
8629,9408
8630,10192
8631,706
8632,4704
8633,16935
8634,32929
8635,15681
8636,36567
8637,23521
8638,1490
8639,13172
8640,30
8641,11604
8642,4704
8643,5959
8644,21012
8645,54568
8646,23110
8647,7840
8648,28852
8649,1333
8650,29793
8651,21953
8652,39201
8653,7840
8654,314
8655,38445
8656,28225
8657,26770
8658,19416
8659,26017
8660,61154
8661,19914
8662,46022
8663,43905
8664,21639
8665,2500
8666,8781
8667,55901
8668,22357
8669,11917
8670,2901
8671,19130
8672,8781
8673,1098
8674,30906
8675,24148
8676,941
8677,7527
8678,549
8679,30734
8680,3607
8681,14113
8682,23000
8683,8154
8684,9000
8685,1725
8686,18033
8687,18503
8688,13799
8689,43905
8690,9377
8691,8467
8692,32302
8693,45674
8694,20149
8695,314
8696,19757
8697,17158
8698,20814
8699,2850
8700,70
8701,7840
8702,30420
8703,3293
8704,392
8705,14113
8706,12231
8707,19416
8708,9408
8709,23101
8710,3607
8711,12522
8712,10036
8713,16308
8714,16308
8715,6272
8716,17562
8717,5959
8718,4391
8719,941
8720,7840
8721,11604
8722,6743
8723,7527
8724,8311
8725,50
8726,18000
8727,20385
8728,13799
8729,8781
8730,21012
8731,2195
8732,26971
8733,39829
8734,10349
8735,17249
8736,61154
8737,549
8738,12544
8739,7527
8740,10976
8741,37633
8742,24775
8743,13630
8744,30734
8745,14834
8746,14113
8747,4600
8748,6899
8749,941
8750,627
8751,392
8752,32302
8753,549
8754,2979
8755,12858
8756,784
8757,10663
8758,15035
8759,37633
8760,21326
8761,51965
8762,17000
8763,706
8764,10976
8765,8154
8766,18817
8767,24148
8768,47042
8769,36065
8770,157
8771,6
8772,3450
8773,10976
8774,941
8775,2979
8776,13485
8777,28225
8778,20071
8779,10349
8780,13172
8781,8781
8782,25402
8783,30420
8784,14740
8785,17249
8786,25089
8787,12858
8788,40769
8789,1725
8790,9722
8791,72130
8792,24681
8793,157
8794,29793
8795,5331
8796,12544
8797,45473
8798,12861
8799,35309
8800,13172
8801,706
8802,6743
8803,3136
8804,27065
8805,23521
8806,12560
8807,14113
8808,37564
8809,18503
8810,30
8811,16621
8812,18503
8813,25089
8814,47
8815,26657
8816,10036
8817,20385
8818,10349
8819,15681
8820,58018
8821,2822
8822,7997
8823,12544
8824,706
8825,23734
8826,14959
8827,470
8828,24462
8829,18124
8830,4800
8831,29075
8832,5331
8833,56513
8834,27700
8835,32045
8836,20385
8837,9722
8838,25
8839,15524
8840,34497
8841,392
8842,20385
8843,12388
8844,36379
8845,49864
8846,15681
8847,5987
8848,14113
8849,9408
8850,10036
8851,157
8852,9832
8853,6899
8854,29156
8855,20005
8856,31361
8857,16308
8858,18189
8859,9408
8860,5959
8861,13953
8862,15053
8863,8154
8864,12544
8865,4704
8866,5018
8867,188
8868,13172
8869,19757
8870,188
8871,19416
8872,8781
8873,19444
8874,12858
8875,10349
8876,10192
8877,3058
8878,6272
8879,862
8880,36228
8881,8311
8882,28225
8883,42965
8884,18983
8885,17876
8886,47
8887,10036
8888,7840
8889,14113
8890,6586
8891,13485
8892,7150
8893,64463
8894,12544
8895,12544
8896,13485
8897,35344
8898,15053
8899,87811
8900,25089
8901,20071
8902,19707
8903,627
8904,15053
8905,10349
8906,40224
8907,14113
8908,3293
8909,12858
8910,12544
8911,14113
8912,188
8913,6586
8914,50178
8915,27065
8916,15289
8917,4858
8918,15994
8919,12858
8920,16621
8921,19089
8922,37232
8923,15681
8924,941
8925,15681
8926,1333
8927,9252
8928,13485
8929,4391
8930,1803
8931,1019
8932,12544
8933,17126
8934,22580
8935,18245
8936,9408
8937,21012
8938,32302
8939,12432
8940,862
8941,11500
8942,1176
8943,3293
8944,42845
8945,8467
8946,94
8947,18679
8948,784
8949,36567
8950,1254
8951,16778
8952,44711
8953,15994
8954,26030
8955,15681
8956,80
8957,21639
8958,23521
8959,26594
8960,23207
8961,10349
8962,16850
8963,14426
8964,6272
8965,11290
8966,43360
8967,60213
8968,21012
8969,8311
8970,12541
8971,20005
8972,20385
8973,19444
8974,14113
8975,35043
8976,9095
8977,4391
8978,9408
8979,23521
8980,8154
8981,220
8982,11917
8983,16308
8984,784
8985,941
8986,14583
8987,7056
8988,55390
8989,5018
8990,42337
8991,13978
8992,45473
8993,1098
8994,32929
8995,14113
8996,7840
8997,18948
8998,7840
8999,10036
9000,8311
9001,20071
9002,66482
9003,42987
9004,7840
9005,8467
9006,45674
9007,9408
9008,12522
9009,26657
9010,4861
9011,18760
9012,10349
9013,8154
9014,14583
9015,15053
9016,17876
9017,60213
9018,11000
9019,49751
9020,3500
9021,6272
9022,6241
9023,5018
9024,39829
9025,7840
9026,1646
9027,75266
9028,549
9029,14113
9030,26594
9031,34657
9032,10976
9033,17249
9034,13642
9035,50018
9036,22693
9037,15053
9038,53185
9039,16308
9040,26657
9041,14113
9042,11290
9043,4704
9044,10036
9045,11290
9046,14856
9047,18503
9048,20165
9049,4547
9050,8467
9051,11917
9052,26475
9053,1568
9054,14834
9055,2038
9056,13328
9057,38762
9058,1098
9059,56450
9060,25089
9061,8781
9062,20382
9063,40926
9064,4500
9065,15681
9066,39085
9067,15994
9068,188
9069,10036
9070,3763
9071,18500
9072,23521
9073,76835
9074,67480
9075,38229
9076,25089
9077,42987
9078,8467
9079,19933
9080,45436
9081,15681
9082,627
9083,6586
9084,49798
9085,2901
9086,13150
9087,27911
9088,8154
9089,32302
9090,10976
9091,8154
9092,7213
9093,10976
9094,45
9095,1333
9096,4704
9097,314
9098,20698
9099,1725
9100,18189
9101,31248
9102,23521
9103,1098
9104,348
9105,784
9106,16960
9107,73071
9108,314
9109,13796
9110,17876
9111,25716
9112,4077
9113,15681
9114,10036
9115,37633
9116,24775
9117,11726
9118,4547
9119,9261
9120,12231
9121,941
9122,11917
9123,42667
9124,7213
9125,26971
9126,30
9127,14166
9128,15210
9129,17844
9130,17249
9131,1098
9132,6429
9133,24462
9134,78829
9135,28927
9136,8467
9137,40983
9138,16778
9139,5645
9140,20200
9141,10976
9142,941
9143,3136
9144,21012
9145,37291
9146,24462
9147,16621
9148,14113
9149,1646
9150,7840
9151,19416
9152,15367
9153,706
9154,11917
9155,25089
9156,2700
9157,40
9158,188
9159,392
9160,17876
9161,4077
9162,6586
9163,470
9164,8000
9165,24462
9166,16160
9167,7997
9168,14269
9169,13328
9170,31361
9171,22894
9172,21953
9173,37984
9174,25402
9175,16107
9176,9879
9177,12858
9178,70562
9179,11604
9180,15693
9181,18616
9182,9252
9183,941
9184,314
9185,24709
9186,36065
9187,21012
9188,8781
9189,22894
9190,14113
9191,16621
9192,45044
9193,51166
9194,627
9195,21953
9196,35902
9197,19287
9198,17562
9199,1568
9200,17249
9201,67903
9202,1568
9203,3500
9204,15681
9205,56371
9206,22580
9207,470
9208,470
9209,14113
9210,314
9211,30
9212,19444
9213,314
9214,34811
9215,10349
9216,16151
9217,17249
9218,14069
9219,11447
9220,314
9221,25716
9222,1200
9223,9408
9224,20237
9225,6272
9226,10349
9227,627
9228,21482
9229,13172
9230,24123
9231,15681
9232,14586
9233,54847
9234,314
9235,3450
9236,8781
9237,8674
9238,10663
9239,13495
9240,31361
9241,23082
9242,6893
9243,3500
9244,5018
9245,17249
9246,549
9247,4861
9248,20266
9249,18817
9250,7213
9251,23521
9252,11604
9253,21012
9254,2666
9255,25089
9256,12544
9257,15994
9258,10976
9259,32104
9260,25089
9261,3136
9262,74639
9263,7683
9264,36366
9265,470
9266,14454
9267,16621
9268,21103
9269,3000
9270,12544
9271,314
9272,7527
9273,9879
9274,8467
9275,188
9276,24239
9277,3600
9278,21953
9279,19707
9280,25716
9281,4077
9282,12388
9283,14454
9284,8500
9285,6272
9286,22580
9287,3293
9288,20344
9289,1646
9290,9565
9291,20209
9292,11917
9293,8467
9294,1490
9295,6899
9296,1490
9297,17562
9298,22894
9299,15125
9300,5175
9301,5645
9302,45044
9303,8154
9304,34905
9305,14426
9306,13172
9307,43880
9308,5184
9309,14113
9310,19444
9311,7840
9312,73071
9313,14740
9314,314
9315,100
9316,25396
9317,4500
9318,37291
9319,7840
9320,5900
9321,80
9322,36065
9323,30906
9324,33214
9325,84675
9326,549
9327,16778
9328,18189
9329,16621
9330,5175
9331,14113
9332,314
9333,24775
9334,18211
9335,11290
9336,125
9337,20385
9338,17634
9339,17876
9340,20814
9341,2430
9342,22580
9343,70678
9344,17249
9345,43905
9346,188
9347,40
9348,9408
9349,32302
9350,14069
9351,2500
9352,9252
9353,6586
9354,27598
9355,12074
9356,14959
9357,5018
9358,21639
9359,470
9360,470
9361,49864
9362,78403
9363,16621
9364,15530
9365,94083
9366,19416
9367,15681
9368,34811
9369,1176
9370,96263
9371,46414
9372,2666
9373,23602
9374,19444
9375,73620
9376,4704
9377,12585
9378,6899
9379,5883
9380,20764
9381,12500
9382,11290
9383,5802
9384,8311
9385,392
9386,1882
9387,14583
9388,46251
9389,392
9390,11917
9391,6429
9392,17876
9393,19444
9394,549
9395,10506
9396,39201
9397,5488
9398,1725
9399,4200
9400,17876
9401,1490
9402,5488
9403,9722
9404,3293
9405,29166
9406,14799
9407,44542
9408,48108
9409,15323
9410,3763
9411,18660
9412,15681
9413,7840
9414,49864
9415,1882
9416,9095
9417,54458
9418,4200
9419,18679
9420,38822
9421,14113
9422,9879
9423,11917
9424,314
9425,157
9426,131716
9427,25089
9428,4359
9429,17249
9430,6272
9431,23521
9432,30082
9433,25089
9434,13485
9435,21953
9436,4077
9437,15053
9438,16621
9439,11992
9440,18817
9441,24183
9442,29479
9443,706
9444,8154
9445,15681
9446,20266
9447,6272
9448,8467
9449,25089
9450,4077
9451,17500
9452,549
9453,43655
9454,28600
9455,5645
9456,314
9457,4704
9458,49237
9459,627
9460,18240
9461,9408
9462,13987
9463,8781
9464,12388
9465,7840
9466,30906
9467,30800
9468,22063
9469,470
9470,19444
9471,1882
9472,10506
9473,39226
9474,23339
9475,3607
9476,8467
9477,7213
9478,627
9479,9722
9480,39750
9481,94083
9482,37580
9483,7527
9484,17249
9485,220
9486,9095
9487,38894
9488,22580
9489,3450
9490,15681
9491,21953
9492,17876
9493,19444
9494,13172
9495,113025
9496,35000
9497,18503
9498,15053
9499,14740
9500,22894
9501,800
9502,7527
9503,94
9504,47
9505,5959
9506,48575
9507,8154
9508,42218
9509,19444
9510,15053
9511,14113
9512,470
9513,10349
9514,18817
9515,13808
9516,7840
9517,18531
9518,19933
9519,30367
9520,5959
9521,450
9522,5959
9523,3763
9524,16766
9525,392
9526,41340
9527,6476
9528,20266
9529,11917
9530,12544
9531,15681
9532,11917
9533,2100
9534,2274
9535,13172
9536,47669
9537,2195
9538,17876
9539,8311
9540,5645
9541,125
9542,2300
9543,470
9544,30
9545,314
9546,41547
9547,29479
9548,3607
9549,34497
9550,1098
9551,37633
9552,30000
9553,8781
9554,6899
9555,30420
9556,470
9557,28225
9558,96915
9559,47042
9560,7840
9561,39499
9562,706
9563,6429
9564,81225
9565,10036
9566,14426
9567,36899
9568,180
9569,6611
9570,2430
9571,862
9572,1646
9573,14113
9574,31204
9575,36068
9576,24709
9577,45473
9578,16308
9579,10036
9580,862
9581,53317
9582,1098
9583,13808
9584,52059
9585,4924
9586,549
9587,941
9588,5959
9589,2587
9590,6586
9591,21953
9592,2509
9593,28830
9594,7840
9595,8154
9596,25089
9597,784
9598,32045
9599,4077
9600,13485
9601,13485
9602,39891
9603,1646
9604,56450
9605,1568
9606,3763
9607,2666
9608,28523
9609,19757
9610,15053
9611,37611
9612,10663
9613,28852
9614,2352
9615,17876
9616,32979
9617,40889
9618,251
9619,15681
9620,251
9621,14740
9622,31675
9623,18817
9624,16590
9625,23800
9626,392
9627,17876
9628,64290
9629,10976
9630,20698
9631,14113
9632,157
9633,13015
9634,30891
9635,24571
9636,314
9637,10036
9638,21012
9639,48610
9640,24148
9641,34497
9642,706
9643,26657
9644,17876
9645,25512
9646,49459
9647,12858
9648,2200
9649,11917
9650,1568
9651,392
9652,21953
9653,8781
9654,53154
9655,7840
9656,470
9657,20698
9658,35570
9659,470
9660,5802
9661,6743
9662,7056
9663,21953
9664,5000
9665,15125
9666,52059
9667,25089
9668,4704
9669,8154
9670,17249
9671,38251
9672,11447
9673,13485
9674,9095
9675,10349
9676,941
9677,549
9678,34497
9679,1568
9680,47120
9681,1176
9682,8781
9683,18346
9684,6899
9685,78
9686,11917
9687,8154
9688,3
9689,15681
9690,12544
9691,41064
9692,470
9693,12231
9694,34184
9695,16621
9696,11290
9697,48610
9698,16308
9699,282
9700,220
9701,16481
9702,4077
9703,8000
