,Unnamed: 0,ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
7781,7781,45525245,1079.0,TOYOTA,CHR,2018,Jeep,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,784
7355,7355,45649865,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,784
6362,6362,45758183,781.0,FORD,Escape,2012,Jeep,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,784
4348,4348,45813480,518.0,TOYOTA,RAV 4,2016,Jeep,No,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,4x4,04-May,Left wheel,Grey,0,784
16739,16739,45653739,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,784
14728,14728,45767383,382.0,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,0,784
15243,15243,45761192,781.0,FORD,Escape,2012,Jeep,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,784
9408,9408,45772672,878.0,TOYOTA,Corolla,2009,Hatchback,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,784
3015,3015,45631458,1301.0,BMW,X5,2014,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,784
14198,14198,45815293,779.0,TOYOTA,Camry,2013,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,784
11139,11139,45774219,781.0,MAZDA,Eunos 500,2012,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Red,12,784
18971,18971,45816137,751.0,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,784
14334,14334,45773271,382.0,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,0,784
12188,12188,45644575,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
18259,18259,45816135,810.0,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,784
16572,16572,45647958,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
4646,4646,45757168,382.0,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,0,784
14394,14394,45764428,781.0,FORD,Escape,2012,Jeep,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,784
14395,14395,45750680,640.0,BMW,328,2013,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Rear,04-May,Left wheel,Black,12,784
8106,8106,45647539,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
4750,4750,45815390,518.0,LEXUS,ES 350,2016,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,784
1324,1324,45648214,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
6079,6079,45773781,891.0,HYUNDAI,Tucson,2016,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,0,784
6789,6789,45653120,448.0,HONDA,Insight,2012,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Red,0,784
4027,4027,45658701,1646.0,LEXUS,GX 460,2015,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,784
14246,14246,45661008,917.0,BMW,X5,2013,Sedan,Yes,Diesel,<= 3 No turbo,Between 10km,6.0,Automatic,4x4,04-May,Left wheel,Black,0,784
4749,4749,45812601,639.0,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,12,784
16685,16685,45771378,781.0,FORD,Escape,2012,Jeep,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,784
4417,4417,45815061,781.0,TOYOTA,Camry,2012,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,12,784
6209,6209,45645953,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
10513,10513,45815350,765.0,LEXUS,NX 200,2015,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,4x4,04-May,Left wheel,Grey,12,784
7411,7411,45815350,765.0,LEXUS,NX 200,2015,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,4x4,04-May,Left wheel,Grey,12,784
1120,1120,45644968,448.0,HONDA,Insight,2012,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Red,0,784
8577,8577,45772599,2908.0,NISSAN,Armada,2008,Jeep,Yes,Petrol,> 5 & <= 10 No turbo,100km and above,8.0,Automatic,Front,04-May,Left wheel,Black,12,784
1121,1121,45635244,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
4185,4185,45757388,1024.0,FORD,Fusion,2010,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
15120,15120,45813472,915.0,BMW,X5,2014,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,6.0,Automatic,Rear,04-May,Left wheel,Grey,12,784
15112,15112,45807473,586.0,MERCEDES-BENZ,C 250,2012,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Rear,04-May,Left wheel,White,12,784
7007,7007,45806460,1493.0,HONDA,Odyssey,2016,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,Front,04-May,Left wheel,Grey,12,784
4984,4984,45815350,765.0,LEXUS,NX 200,2015,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,4x4,04-May,Left wheel,Grey,12,784
4542,4542,45654469,353.0,TOYOTA,Prius,2015,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,12,784
18956,18956,45762267,382.0,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,0,784
14577,14577,45647822,917.0,BMW,X5,2013,Sedan,Yes,Diesel,<= 3 No turbo,Between 10km,6.0,Automatic,4x4,04-May,Left wheel,Black,0,784
12804,12804,45625157,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
14038,14038,45656631,448.0,HONDA,Insight,2012,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Red,0,784
11225,11225,45644937,1537.0,TOYOTA,Highlander,2009,Jeep,Yes,Hybrid,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,White,12,784
4946,4946,45646363,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
3938,3938,45813439,891.0,BMW,320,2016,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,4x4,04-May,Left wheel,Black,12,784
16356,16356,45816301,1018.0,BMW,X5,2011,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Black,12,784
14462,14462,45766495,639.0,SUBARU,XV,2014,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,4x4,04-May,Left wheel,Orange,0,784
14886,14886,45814950,639.0,SUBARU,XV,2014,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,4x4,04-May,Left wheel,Orange,12,784
9890,9890,45649702,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
11065,11065,45648751,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
4575,4575,45815875,530.0,NISSAN,Versa,2013,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,12,784
12765,12765,45766288,1083.0,DODGE,Avenger,2013,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,Front,04-May,Left wheel,Silver,12,784
19127,19127,45751920,1399.0,CHEVROLET,Impala,2010,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,Front,04-May,Left wheel,Grey,12,784
19071,19071,45771578,1327.0,TOYOTA,RAV 4,2018,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,784
15138,15138,45760596,781.0,FORD,Escape,2012,Jeep,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,784
16680,16680,45644420,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
11223,11223,45646633,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,784
2180,2180,45815156,906.8381278879118,GAZ,24 10,1984,Sedan,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Manual,Rear,04-May,Left wheel,White,0,750
1175,1175,45642353,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
16291,16291,45772736,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,706
9891,9891,45806661,919.0,FORD,Fusion,2012,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,6.0,Automatic,Front,04-May,Left wheel,Blue,12,706
12235,12235,45762943,639.0,AUDI,A4,2014,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,0,706
13262,13262,45762461,503.0,HONDA,FIT,2012,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,0,706
18870,18870,45648011,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
5701,5701,45768354,761.0,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Blue,12,706
15802,15802,45653500,490.0,HONDA,Insight,2011,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,0,706
122,122,45763505,777.0,MAZDA,616,2014,Sedan,Yes,Petrol,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,Red,12,706
6769,6769,45644647,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
11389,11389,45813225,585.0,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
11868,11868,45768799,1325.0,NISSAN,Altima,2019,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,706
13453,13453,45771933,645.0,TOYOTA,Prius,2011,Jeep,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
16239,16239,45814858,1249.0,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
7576,7576,45762458,503.0,HONDA,FIT,2012,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,0,706
101,101,45810325,1138.0,PORSCHE,911,2013,Coupe,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,6.0,Automatic,Rear,02-Mar,Left wheel,Black,12,706
6997,6997,45816585,810.0,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,12,706
11945,11945,45644978,574.0,HONDA,Insight,2010,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,0,706
8461,8461,45769820,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,706
13404,13404,45760342,765.0,SUBARU,XV,2015,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,4x4,04-May,Left wheel,Black,0,706
11966,11966,45656638,574.0,HONDA,Insight,2010,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,0,706
6934,6934,45648797,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
17574,17574,45768665,645.0,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,0,706
18723,18723,45651238,1172.0,LEXUS,RX 350,2011,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Black,12,706
13358,13358,45813591,579.0,TOYOTA,RAV 4,2017,Jeep,Yes,Hybrid,<= 3 No turbo,Between 10km,4.0,Automatic,4x4,04-May,Left wheel,Blue,12,706
7126,7126,45655579,761.0,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,12,706
17557,17557,45662054,574.0,HONDA,Insight,2010,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,0,706
12075,12075,45765275,1850.0,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,Rear,04-May,Left wheel,Black,12,706
18727,18727,45815382,1399.0,LEXUS,RX 350,2010,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,White,12,706
306,306,45751145,1017.0,FORD,Escape,2017,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Blue,12,706
6801,6801,45652836,751.0,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,White,0,706
3424,3424,45771409,761.0,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Blue,12,706
16421,16421,45811413,1058.0,TOYOTA,Camry,2012,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,Front,04-May,Left wheel,Grey,12,706
19177,19177,45768736,503.0,HONDA,FIT,2012,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,0,706
5647,5647,45771963,761.0,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Blue,12,706
5728,5728,45768416,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,706
12360,12360,45813945,639.0,MERCEDES-BENZ,CLA 250,2014,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,706
17498,17498,45656649,490.0,HONDA,Insight,2011,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,0,706
15750,15750,45654624,1104.0,AUDI,A8,2015,Sedan,Yes,Diesel,<= 3 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Black,12,706
3178,3178,45810954,431.0,BMW,X5,2016,Jeep,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,4x4,04-May,Left wheel,Black,12,706
8304,8304,45641375,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
15763,15763,45811228,934.0,TOYOTA,RAV 4,2015,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,4x4,04-May,Left wheel,Silver,12,706
8307,8307,45766791,1203.0,DODGE,Durango,2011,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Green,12,706
6200,6200,45759887,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,706
17345,17345,45771487,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,706
612,612,45773972,639.0,AUDI,A4,2014,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,0,706
5915,5915,45766661,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,706
17898,17898,45755584,1194.0,TOYOTA,Tacoma,2013,Pickup,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,Rear,04-May,Left wheel,Blue,0,706
17260,17260,45772945,1296.0,TOYOTA,4Runner,2008,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,12,706
8314,8314,45813193,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,12,706
12768,12768,45770108,1850.0,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,Rear,04-May,Left wheel,Black,12,706
9496,9496,45772520,639.0,AUDI,A4,2014,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,0,706
18015,18015,45651193,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
3230,3230,45631247,765.0,SUBARU,XV,2015,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,4x4,04-May,Left wheel,Black,0,706
5968,5968,45767392,1850.0,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,Rear,04-May,Left wheel,Black,12,706
9127,9127,45813454,1018.0,BMW,535,2011,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,White,12,706
18591,18591,45772924,503.0,HONDA,FIT,2012,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,0,706
6000,6000,45813432,1104.0,BMW,X5,2015,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,6.0,Automatic,Rear,04-May,Left wheel,Black,12,706
11563,11563,45811158,986.0,LEXUS,HS 250h,2010,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Red,12,706
12933,12933,45656224,751.0,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,White,0,706
18005,18005,45617727,1624.0,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Black,12,706
180,180,45810208,475.0,FIAT,500,2012,Hatchback,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Red,12,706
15792,15792,45646014,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
6095,6095,45656731,585.0,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,12,706
539,539,45655495,585.0,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,12,706
12663,12663,45813306,1172.0,LEXUS,RX 350,2011,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,White,12,706
15665,15665,45806588,1086.0,DODGE,Avenger,2012,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,Front,04-May,Left wheel,Blue,12,706
19020,19020,45758117,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,706
6612,6612,45642461,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
5743,5743,45815276,1055.0,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,White,12,706
7234,7234,45806491,1051.0,CHRYSLER,200,2016,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,12,706
2724,2724,45769423,1850.0,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,Rear,04-May,Left wheel,Black,12,706
18682,18682,45648267,753.0,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,Red,0,706
19037,19037,45771372,645.0,TOYOTA,Prius,2011,Jeep,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
9089,9089,45653560,574.0,HONDA,Insight,2010,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,0,706
16404,16404,45651671,751.0,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,White,0,706
7525,7525,45656637,585.0,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,12,706
6548,6548,45812968,753.0,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,12,706
17214,17214,45768951,1850.0,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,Rear,04-May,Left wheel,Black,12,706
13149,13149,45813128,584.0,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,12,706
17217,17217,45768319,645.0,TOYOTA,Prius,2011,Jeep,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
12378,12378,45771620,1091.0,FORD,Fusion,2016,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
9576,9576,45764690,645.0,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,0,706
5804,5804,45645685,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,12,706
6503,6503,45641671,753.0,KIA,Optima,2012,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,12,706
8849,8849,45655642,585.0,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,12,706
6441,6441,45756973,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,706
7293,7293,45636741,765.0,SUBARU,XV,2015,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,4x4,04-May,Left wheel,Black,0,706
12496,12496,45816019,1017.0,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,12,706
5837,5837,45653494,490.0,HONDA,Insight,2011,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,0,706
9033,9033,45656260,761.0,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,12,706
3367,3367,45813631,394.0,TOYOTA,Avalon,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,706
15922,15922,45760085,645.0,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,0,706
530,530,45764936,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Automatic,4x4,04-May,Left wheel,Black,0,706
9180,9180,45655712,761.0,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,12,706
